sentence,sentiment
Hiii sallu bhai i m ur biggggest fan..........kya aap bataege ki aapne acting konse acting skool me sikhi.....plsss bhai tell me,1
Tweet pe hi bta diye,1
Sir kabi Jammu Kashmir k ITI k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,0
Isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,0
Okkk....bajrangi jaan,1
kaha ho...ji salman ab to kuch bolo na,1
<3 iloveee yooou,2
Modi jigood preiminister hia,2
Sir mai sab me se eak alag salg fan hu .Maine suna apka apharan huwa,1
Bhai koe bata aayega baat kese karr sakte hei. Bhai se..????,1
sir ye too National tragedy hoo jayegii agar ajj apne fan ko reply nahi diyaa ;),0
Ye kya bat hue sir abhi bat kro plz,1
Har har modi ghar ghar modi modi ji aap cha gye congresiyo ke pet me dard ho raha hai apki yattra dekh ke,2
salman sir aap aiye b nai baat karne :(,2
mai salmaan bhai ka baho.......t... bada fan hoon ...,2
hiii modi jee kyai say ho aap hamarai bihar say aapko jada vott millai to bihar ko hi vull gyai hai pleace bihar ko taraki mai kijeeyai jaai say gujart ko tarrki mai kyahai,2
Mujhe bhi batao kya kuch ata hai apko Neeta V Raj,1
hello #salman #sir kya mujhe ek reply mila ga plzzzzzzzzzzz,1
kha chale gaye bhai..,1
plllzzzzzz baat kijiye naaa i am waiting kab se,1
Masha Allah kisi ke nazar na lage,2
Bhai sabko reply kaise karoge,1
Kash kabhi aap humay samjh patay dosti karna ashan hai nibhana mushkil I love you salman khan,2
Mohammad Anish bhai owasi always wroung yaar aur muslman aur hindu both ek hi hai sab Ramjaan mai Ram aata hai diwali mai Ali,2
bajrangi bhaijaan 1st day 1st show jaumga main,2
AAJ mere desh ko anteraatma SE jaga hua honable PM mila,2
Bhai itne comment kiye bus ek pe reply kar do plz plz plz,1
bhaijaan mera reply jarur dena,1
Sbka nhi maloom meri hr dua aapke liye h,2
Jai jai garvi GUJARAT,2
Tusi bast pm ho modi ji Sade I'm panjabi,2
Ashu Singh tu kya janta hai,1
Aba es photographer sa achi photo to ma khich la ta hu sala q tera 2 maru ga chitiya sa la tera baap ko ati hai photography ...,0
Kash Modiji Aap Manmohan Singh se phly aa gy hoty....aj 2015 humara Desh kha phuch gya hota,2
priya narandra modi pm ji apkaisa ho good night,1
koi ta msg krdo Salman Khan,2
Bhai aap mazak a6a kr lete hai.....Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai.....,1
U owsum Salman bhai,2
Super kota salluu,2
bhaijaan kha ho,1
3.30 cant wait........,1
wait kar raha hu,1
bajrangi bhaijaan all time blockbuster,1
i love u vaii.khuda hamesha apki saath rahegi vaii,2
Ab kis baat bheek mang rha rha hath faila kr eid pr,0
Future ki baat mat karo .Hamara aaj bigad raha hai.,0
Harami kutta sala lanat ho tujpar,0
Mast lag rhe ho modi sab,2
Javab nahi hai,1
Kya hua tera wada...hmne to suna tha ki aap ek bar commentment kr dete ho to khud ki b nhi sunte bolo sallu bhai..kya hua. Aaj ka wada bat krne ka,1
Mily tujhy Na dukh zindagi mein Phoool ki tarah mehky khuda kary Zinda rahy naam abad tak tera Eid ki khushiyan tujhy Mubarak khuda kary,2
Me tumari movie nahi dekoga jabtak ke app mujse batnahi karte,0
Na kro yr cmnts plz frnds,2
Abbu Ki shopping hogai bas Ammi Ki shopping baaki hai,1
Sir plz ek baar hmsbko hiiii to boldo sb wait krre h aap bat mt karo i know ki apke pas time nhi h pr sirf ek baar hmsbko hiiii boldo sir hm sb etne me hi khus hojaenge plz ek baar,1
Hamein kaash tumse muhabbat na hoti :(,2
plz ap prem patel ki help kijiye plzzzzz.,1
Saloo bhai plz pak ajao m india nhi aa sakhta :D,1
lv u salman..kya kr rahe h ap sona..,2
Bhai je ram ram. Aur kaha ho 4 baj chuke h,2
i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga,2
"kal 4 pm wait karna,aj ka din nikal gya,bevkufo,girl to puri puri bevkuf hoti hai,",2
bhai apko nahi lagta ki kareena ne bhot zyada make up kr liya hai movie mein.. #Salmankhan,2
itd 4:03,1
Chutiya banadiya sab ko,0
Ya tumare liye bhi important nhi hoon,1
Aaj meri admission thi. But bed nahi mila. Isliye admission ho nahi payi. Isliye main yaha chali ayi. :) :) :),1
salman sir aap kaise ho plz reply b de diya karo,1
Don't worry bhai.. kehne wale kehte rahein just ignore... #Being_human_bajrangi_bhaijaan_6_days_to_go,1
Sabka sath sabka vikas...Gud,2
Areyy baat kaha krni h ye to btana tha,1
Hiiii.... Bhaijaan kaiae hai aap...aap ki pic bahut achhi lag rahi hai,2
Hi Salman sir love u piz ek bar muje se bat Karo na sir piz piz piz,2
salman aap shadi kyu nahi kar rahe,1
Jaise apki marji,1
Wah! Jitni sundar geet ke bhao hain utnihi sundar aur sureeli aawaz hai .,2
bhai 4 to bj gaye kaha ho aap assalamu aly kum namste sastrikal adab,1
sachi salman hm to din se wait me hai ki apse baat kar pay,1
Assalam walaikum bhaijaan kaha ho aap,2
Ramzan ke mahine me film nikalta hai tum kamiyab kaise hoge,1
sirji...pls visit to Kanpur oncem...plssss.,2
Pakistan main be apko log bht pasand krta hn bhai jan.....,2
Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,1
Teri maa ki aur Teri bahan ki bur mather chood,0
Bhaijaan muslim wali bat such hai ya fek hai plz reply sallu bhai,1
Sir ? Aap kabhi promotion ke liye odisha ayiye plz,2
Bhupender bro sahi keh rhe ho isse bada chtiya mene apni zindagi mai nhi dekha yahi hai chutiya no1,0
Ohhhh myy salluuu,2
kya baat h.....bhai,2
salman bhai aslamolikum ...,1
sir aap kuch dhyan nahi dete pLz plz plz,1
aaj ki party bhaijaan ki tarf se fb par,1
Salute to indian army... agar india se koi bachaa chale jatey den pakistani army return nai krta...,2
sab se bada my hun salman khan ka deewana,1
Sale tum hrami ho moslim nahi tum saytan ho,0
Jinko mara ja raha ha waha wo bhe pakistani ha :p,1
salman bhai aap panch time ka namaaz padiye,1
????????kaise piche pad gaye re......,2
ASSALAMALIKUM.....ap ki aesi jo aadhri dowaye hai jo ramzan k sadk puri ho jaye..............RAMZAAN MOBARAK,1
han #nadim_shaikh ki amma aaegi..,1
Nice meri jaan,2
hi salman sir how are sir main apki bohot bohot bohot bari fan hu i love you salman sir ummmmmmmmmmmmmmmmmmmmmmmmh,1
bhai'great movie,2
watch band pad gai kya bhai aapki ....mere pass b thi apki jaisi ek bekar watch..maine OLX pe bech di,2
bhai 4 baj gaye kahan ho aap,1
Sallu bhaai i am w8 4r bajrangi bhaijaan..,1
Salman sir. Me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz,1
Teri party tujhe hi mubarak humare liye Allah hi kaafi h,1
Hii very nice... Salman sir apko meri taraf se eid ki bahat bahat subhkamnayen.....,2
bhaijaan aap awesome hi,2
4 bhj gye lekin salman bhai kider hai,1
luv u bhai waiting____,1
pm uncle abki bar naya bihar bihar ki janta banayegi bjp sarkaar,2
eid mubark bhay,2
Bhai logo sbse bda dharm insaniyat usko follow karo,1
I'm vry exited... only 3 min remaining,1
Owsome tune<3,2
Jaha bhi jay hit pe hit ho jay only sallu bhaiiiiiiiiii,2
ye sab afwa hai bhai aisa na bolo koi,1
Oh mona jamal asa kon sa ans he,1
1 min bhaai,1
EID mubarak aur hit (film)mubarak advance.,2
Bhai 27min 1622 second ho gye Plezzzz aa jaao,1
"Oye hoye kini khrab ldki ,request delete kr dii meriii",0
Sallman ki photos uplod krke fb ko khrab mt kro,1
Kya baat kiya be shashi,1
Abitna bhi kya sharmana,1
Chalo.kuch nii bhai koi kaam me fas gye honge aap,1
missss u salman,1
sirrr aap onlin he sirrr,1
salman mughe aapki ek bat sabse acchi lgi,2
sir plz mujhe app apna bodygurd banalo plz sir,1
tum se pyaar <3<3<3,2
Bhai hume lift hi ni dete.....hum to larki nii ha na yarr,0
kuchh reply to dijiye salmaan bhai.. abhi fauran......,1
bhaijaan hume aap par pura barosa he....aap aisi baat kavi kaar hi nhi skte....lov u bhaijaan?????????,2
plzz m apke rep ka w8 krri hu or krti rhugiii pkkkaaa,1
main superman salman ka fan,1
Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,1
apki bht bht bht bht bari fan hon pakistan se,2
"koi dusraa naam nai mila kya, is se pehle bhi Hero naami kayi filme pit chuki hai..",0
Salman bhaaaiiiii ilovee uuu alooottt...,2
sir ek spna h zindgi m ek bar milna h aapse,2
Bajrangi bhai jan kis type ki picture hai log halla kyo macha rahe hai,1
madat karo khusi milega app ne bolatha but madat karene se dukhu badha jata he kay karu bhai.???????? plz reply bhai,1
apne bola tha 3:30 n now 4pm :'(,1
bs refresh krte ja rha hu reply nhi aa rha bhai ka,1
salman bhai zindabad...love u bhai...,2
aap mere liye rkhe na naam2,1
"Modiji govt wonderful programs; jaadu apka safai aapka-swach Bharat,paisa apka account apka-jhan dhan,body apka mat apka-yoga day,beti apka responsibility apka-beti bachao beti padau,mobile apka beti apka aur selfie be apka-save girl child program.. Amazing fekuji..",2
Ma teyar houn jnb,1
Respect to this Madam. No offence but Gujarat ko to kisi Mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta.,2
Kya yar hum Milne aaye or aap to mile hi nhi,1
waise bhi bete hm bs yaha ana bs kam kiye hai warna hm aksar yahi raha karte the,1
apun kapda khole apna body dekh ke ldkiya kpda phna istrt kr degi colr tak usi ko sikahne ke li apna kpda kholenge,2
aa jao sir 4 to kb ke baj gye,1
main aapki bahu bahut bahut bahut bahut badi fan hu,2
Jai hind maniyo pradhan manteri ji me sena bharti nhi hua lekin me desh ki sena ko salam karta hunJAI HIND JAI MATA KI,2
Agar koi Fat khatam krna ya health bnana chahta ho ya body bnana chahta ho to plz contact me +919501037881,1
Salman g agar ye msg dekh rahe hoto reply karo plz,1
"Bhai aap toh bolly wood ke badshah ho """"""""""aur aap humare dil k kareb ho love u bhai jaan",2
Salman sir aapki movie hit hogi,2
heart touching movi,2
aab bas karoooo salman ji,2
Hloo salu bhai......,1
Salman ke movie mai always dam hota hi hai frnds,2
Kash ye sab bangladesh aur pakistan b gate toh kitna acha hota,1
30 pura hua,1
kamina salman yehi bolna chare ho na maqsood bhai,1
Oh..ho sacchi... #salman_sir bhale aap baat kare ya na kare bas 1 baar #chhattishgadiya_sable_badiya bol de.... I_love_u... Ek aap bas acche lgte mujhe..,2
suwar ka bacha,0
1 no bhau,2
Adab adab meri jaan Mashallallah bhuut pyaare lag rahe ho meri jaan mera salman,2
Salman best of luck for bajrangi bhaijan....iss baar bhi sare record tod degi...inshallah,2
Pradhanmantriji Me sapath leta hu ki jis din humare desh ke sare neta subsidy khana band kar dege us din me bhi apne hisse ki subsidy return kar duga.,1
Itne saare commt. Bhaijaan saare comnt padh rhe hai isliye time nhi mil rha hai aana ka,1
Beta salman khbis tera film falop hoga beeee suar,0
Modi ji aap badhey chalo janta apke sath hai.,2
Ye bv film bohot hit hoga jaan,2
Lv u bhai I cnt wait fst dy fst shw bhaiiiiiii,2
Mjh say bat karo na sweeeto 1 ber bus 1 ber,1
4 baj gye lekin meeting abhi baaki hai,1
mast ha salman khan sir songs,2
kya likhu han,1
Hay sallumeya eid mubark ho,2
Ye batao 60 Saal main congress ne kya kiya ;),2
jb talak ap na aaoge m na jaunga FB se,1
Kya kah diya sallu bhaijaan,2
Hij do ka sardar bangaya sala bajrangi kotta,0
awesome ....agr isi trh sare mulk smzdar ho jae to dusmni rhegi hi nhi......plz #Being_Human,2
Sach me aap hi baat kr rhe ho ya phr hum aise hi khus ho rhe hai..???,2
Superb floop salman khan,0
Kutta harami madar chod bighrat salman to agar mje mil jai teri maa bhin ek kardonga,0
Ab tu jada he bolne lagi hai..soch kar bat kar warna...,0
sallu bhai kya baat h,1
oh salman bhai,1
modi g ke jajbe ko koti koti naman,2
Wait karana achi baat nahi hoti hai bhai.... Bhai sirf rona baki hai,1
Me aapki pic ke liye dua karugi ke soper doper hits jye ..,2
Ramadan Mubarak salu bhi..,1
Koi frnshp kre ga?,1
Film release bhi hogiApki taraf se party bhi hogiOr aapki zholi bhi bhar jayegiTension nahi lene ka bhai Hum sab aap k sath haiWish you all the best,2
Salu g khbi hello hi tou kr lia kr,1
Namaste MAHA MODI ji!!,1
Bhijan mera no  9933742434,1
Aap apni selfie le k prfl pic pe set karo kyuki salman khan name k kafi I'd h,1
Devlope sirf sahro me hota hai gawo me nahi.,0
hlo sir kuch to kho,2
Aapko bachpan se hi apna best hero mana.......aapne na aajtak kisi comment ka reply na likes..............aaj sad hoon main.......aap bahoot bhoot hit do....laken main ab sad hoo..aap mere favroute hero rahoge laken ek baar like ya comment de te to accha rehta ........thanku,1
Salman Sir EK reply toh de de bhaijaan,1
sabhi bandra aao mere ghar par sabse milunga main,1
still wait 4 bje kha ab time 6 hone wla,2
Arre salman bhai kanha ho app 4 bajke 15 min ho gaya,1
Kiya bhai ouvesi sb par Gussa kiyu hu,1
aap se itna pyar karte bhi,1
Kya baat hai g,1
Kaha ho bhai jaan ap... Sab wait kr raha ha,1
bhai bolo to sahi,1
Bhaiya main aapka bahut bada fan hu,2
18 mnt aur wait krlo frnd,1
Salman bhai aapne roza rakha he ke nahi? Ramza ka,1
lag rha h bhai aise ni aayenge,0
salman sir plz bat kijiye na hum sb se plz plz,1
sir massage kahan se karna hai sir massage kahan se karna hai sir massage kahan se karna hai,1
plz pakistan si r kaisa behjon,1
happy eid salman sir,2
ghar pe milne aavo.time bolo,1
avi aap ajaona plz,1
Sir app ke jo soch he subko sath me leke chalna ek din ye soch appko itna upper lejayega chahe koye appko bhulne ki kosis kerenge to unnke samne appko bhulna nehi balki desh ko bhulna nazar aayega.,2
salman ne reply kiya kya guys,1
Watch kharaab hai kya apki???  :'( :'(,1
Mahan bharat ka mahan beta har har modhi,2
Pak mei KB hogi party with salman:(,1
bikaner kb tur h. halat kharab h bikaner k . surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe..,0
aao salman mujh se milne,2
buri tarah se flop ho teri mv sale bajrangi jake cast chng kr phle h####,0
kaise ho bhaijan???? eagerly waiting for 17th,1
Assalamu alaikum bhaijan,1
"Kha ho bhai ,  sb ke bhai",1
nis pic salman ji.,2
eid mubarak love u salman,2
Bhai movie hit hai tention lene ki zaroorat nahi,2
i alsooo watcing thiz itx Fabulouss movie hmmmmm,2
Profile pic to change kro 2 sal ho gye hm aapke naam ki daily chang krte h,1
Hlw aapko nhi ana to bewkuf to mat bano,1
veer ji aa gai mai karooooo start yo yo yo jai salmannnnnn :),1
Woooooo WO kasy? Muje ap sy bt krne hy.kasy plz btyan.,2
mast hai bhai jaan,2
kia hova bhai dya hova time katam ho gya,1
Salame walekum .bajrangi bhaijan,1
Intzar....... ho gye mere salmaan.... sir ki aae na kuch khabr sir ji aapki........,1
pls mane call karo,1
Is baar ni hua katti bt nxt time jarur ho jauga...love u bhaijaan.......mmmmuuuuuuaaaaahhhhhhhh,2
bb dekhenge pakka,1
Sj Soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku,0
grat indian army & salman vai.,2
8527106761 plz Salman sir. Mujhe aapse milne ka moka den,1
Ye umeed nahi this net khatam ho gya kya apka,0
salman sir aap kider ho plz message karo na mujhe plz,1
Aby yr kdr gum o gy ho rply tou kr do,2
Gandhi ji aur aapne apni chhavi se na kewal desh me balki pure wiswa me bharat ka nam gauranwit kiya hai wish u all the best,2
bhai Salman Khan meri class h 4 bje apne 3 kaha tha phle :(,1
Jiao hind jai bharat,2
tum kab jwab doge mujhe,1
looking soo handsm???,2
where r uu...bhaiii ...plzz one rplyy mustt onlyy onee:-(,1
Modi is tarah so dekhne se kuchh nahi hota,0
"Bajrangbali ki vakt , kavi jhuut bolti nahi , toh aap kaise bola ?",1
app desh ka dadkhan jaihind,2
Jai hind.mera desh mhan,2
"Nari samman Desh ka samman,Nariki unnati Desh ki unnat",2
bhai mera rply jarur krna pehle hi bta du ;-),1
Salman ji apka favorite gAna konsa hai bajrangi bhaijan film ka?????,1
Kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu....,1
Hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai,1
sir mujhe koi q nai karna plz aap mujhe apna number dijia na bhai plz,1
Me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p,1
Tu muslman nahi h kiyo ki tu mandir jata h tu kadiyani h salman,0
ek bar msg karo bhaijaan,1
"Samsung galaxy Grand max 14000 Ka tha sale ke din 18000 Ka ho gaya , idr hum pagal nai behte hai sunlo company walon",0
vry vry beautiful song. ..,2
Respected sir aap aaj pure Bharat ki ummid ho ...ek naya savera aapne hi janta ko dikhaya he...ap dhup bhi nikaliye...,2
Bhai ap nai ayenge tab-tak natural call bhi accept nai karunga??,1
bhai mere se ek baar,1
Me kara intjarr tera.. ..,1
awxom actor sallu bro,2
Bhai aaap ki  Sab say aache  film kon si hai .,2
are bhai...kese kare bat ye toh batao koi....,1
bhai kha ho,1
aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(,2
Ok bhai mai aap se bat karunga bahut important bat hai,1
Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi. :) :) :),1
Party to tab hogi jab life mein pretty hogi and pretty life hogi and pretty hi my beloved wife hogi,1
Han sallu bhai...ye abhijeet ke 2lagao....bakwas pel ra tha usdin....kese dost bna rkhe ha jo apse mel.ni.khate....u r a philanthropist and he is misanthropist,1
apun aap ka bahut bada se bada fen h,2
apkeliye ek accha movie hai mere pass,1
"Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!",2
Tume ka firAlha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,0
mainu pura bharosha hai ki apki movie sare record tod degi,2
abhi bhi sant rahu tumhara dimag to thik hai tumhe abhi tumhe samajh nahi aarha na jis din koi aur mujhe koi aur lejaega sadi karke usdin samajh aaega tumhe abhi baithe raho tum,1
plz cal sallu bhai +8801719447771 bangladesh fan plz cal met u sallu bhai,1
Bhai help.me plzzz help.me,1
Aaj ki party bhai ke taraf se,1
Good night sir.....capil comedy..me aaye mamko bahut achha laga...Good.night.sahb g....,2
I knw sallu i dnt belive fake news u dnt wry ...,0
kaha pe chat karna bhai,1
chor sale marja tu kutte haramke suwwar.,0
Modi ji aap dash kahenhe sbheka diloke P.M.ho,2
rolo ab to 4.15 kya yr aana nhi he kya aap ko,1
aslamo alaikum bhai,1
ye harami iski kya aukat hai salamn ki mere samne iske pas jitna paisa hai utna to mere kutte ko khana ata hai,0
Aaj ki iftar party meri taraf se invition hai bhaijan apko pure pariwar ke sath,1
Kya baat krni hai msg kr dena.. #Salmankhan,1
Bhai ajkirat appkesat,1
"#Sallu_bhai mere ko prsnly msg kr do ek baar... Bhai #kuchh_khas hai aap ke lye,  whatsapp 8083503086",1
kamaaaL karte ho salllu ji.....rply to bnta h n....,1
hi bhaijaan apko apki film bajrangi bhaijaan aur eid ki advaance mai bdhaai love u bhaizaan,1
. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz,0
bhaii ab avi jao,1
bhai lv u......aapne zindgi me ek baar milna h...plz bhai kbhi ye msg pdho to.....plz mujhe ek call krke.... meri life khushiyon se bhar dena...,2
"bhrat ko no.1 banne me ab jyada samy nahi lagega,, kyo ki modi ji jaisa pm bade bhagya se milte hai,,jo bharat ki rftar ko bdane me koi kasar nahi chodege,,,,,,,,,jai hind,,,,,,",2
